Nama Pelatihan,Objid Pelatihan,Category,Tipe,Lokasi Pelatihan,Provider,Academy Event,Location,Provider Category,Event Type,Status,Tgl Mulai,Tgl Selesai,JML Peserta,JML Confirmed,JML Peserta Hadir,JML UBPP Inst,JML UBPP Delivery,UBPP Inst,UBPP Akom,UBPP Sarana,UBPP Laborat,UBPP Penyelenggaraan,UBPP Kafetaria,UBPP Materi,Net Promotor Score,Customer Satisfaction,First Response & Average Handling,Customer Effort Score
Sales Force TR-6 Batch-3,90004408,NON LAT,,Bandung,Learning Area 5 Surabaya,CONSUMER,Online (Lokasi Masing-Masing),Internal,Internal,Canceled,2020-10-07,2020-10-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sales Force TR-6 Batch-2,90004412,NON LAT,,Bandung,Learning Area 1 Medan,CONSUMER,Online (Lokasi Masing-Masing),Internal,Internal,Close Budget,2020-10-07,2020-10-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Content DL - AM Development,90004416,NON LAT,Pengembangan Materi,Jakarta,Learning Area 3 / LO,ENTERPRISE,LA 2,External,Public,WO,2020-10-07,2020-10-07,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sales Force TR-6 Batch-2,90004400,NON LAT,Seminar,Bandung,Learning Area 1 Medan,CONSUMER,Online (Lokasi Masing-Masing),Internal,Internal,Canceled,2020-10-06,2020-10-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sales Force TR-6 Batch-2,90004406,NON LAT,,Bandung,Learning Area 1 Medan,CONSUMER,Online (Lokasi Masing-Masing),Internal,Internal,Canceled,2020-10-06,2020-10-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OC Trusted Advisor Webinar Series 13,80112595,LAT,Sharing Session,Bandung,Learning Area 2 Jakarta,ENTERPRISE,Online (Lokasi Masing-Masing),Internal,Internal,Close WO,2020-10-06,2020-10-06,218,84,107,26,29,83.3,0,91.43,0,91.59,0,91.64,72.41,91.63,91.38,91.72
Business Acumen Program 2020 Sesi 8,80113244,LAT,Coaching,Bandung,Learning Area 7 Makassar,DSP,Online (Lokasi Masing-Masing),Internal,Internal,Close Budget,2020-10-06,2020-10-06,69,53,56,47,47,79.65,0,92.77,0,92.44,0,92.83,85.11,91.93,93.4,92.86
Mentoring TNT BP 2 Modul 2 Batch 2,80113522,LAT,,Bandung,Learning Area 3 / LO Bandung,BUSINNESS ENABLER,Online (Lokasi Masing-Masing),Internal,Internal,Close WO,2020-10-06,2020-10-26,24,24,24,4,5,,0,90,0,90,0,91,80,89.33,92,90.4
Certified Blockchain Professional,80113545,LAT,Sharing Session,Bandung,Learning Area 3 / LO,NITS,Online (Lokasi Masing-Masing),,Public,Close Budget,2020-10-06,2020-10-07,5,5,5,3,3,73.81,0,80,0,86.88,0,83.33,75,84.44,93.33,81.33
"TRShoot GGN HSI:ONT,OLT,Metro,BRAS,PE SP",80113571,LAT,,Bandung,Learning Area 5 Surabaya,CONSUMER,Online (Lokasi Masing-Masing),Internal,Internal,Close Budget,2020-10-06,2020-10-08,1,1,1,1,1,78.29,0,90,0,94,0,90,100,93.33,90,90
Unlock the AKHLAK Values Batch 2,80113572,LAT,,Bandung,Learning Area 3 / LO Bandung,BUSINNESS ENABLER,Online (Lokasi Masing-Masing),Internal,Internal,Close Budget,2020-10-06,2020-10-08,50,43,47,23,26,82.37,0,87.41,0,89.04,0,87.59,70.37,88.64,89.63,87.41
Junior executive infrastructure program,80113604,LAT,,Bandung,Learning Area 4 Semarang,CONSUMER,Online (Lokasi Masing-Masing),Internal,Internal,Close Budget,2020-10-06,2020-10-08,46,45,45,18,22,84.78,80,80,0,87,80,86.25,50,80,90,88
HR Management,80113626,LAT,,Bandung,Learning Area 4 Semarang,CONSUMER,Online (Lokasi Masing-Masing),Internal,Internal,Close Budget,2020-10-06,2020-10-08,54,52,54,43,44,71.42,0,79.55,0,82.27,0,81.76,36.36,81.52,83.64,81.36
TNT BP 4 batch 4,80113521,LAT,,Bandung,Learning Area 3 / LO Bandung,BUSINNESS ENABLER,Online (Lokasi Masing-Masing),Internal,Internal,Close Budget,2020-10-05,2020-10-07,25,23,23,18,19,77.28,0,86.84,0,85.47,0,87.9,52.63,86.32,88.95,86.63
Leadership in Territory STO Batch 2,80113537,LAT,,Bandung,Learning Area 1 Medan,CONSUMER,Online (Lokasi Masing-Masing),Internal,Internal,Close Budget,2020-10-05,2020-10-09,36,36,36,27,34,91.76,62.94,82.65,0,88.53,63.82,91.03,61.76,77.18,90.88,90
Emerging Digital Business,80113540,LAT,Virtual Classroom,Bandung,Learning Area 2 Jakarta,WS & INTERNATIONAL,Online (Lokasi Masing-Masing),,Public,Close Budget,2020-10-05,2020-10-08,7,7,7,5,6,50.86,0,70,0,65.67,0,65.42,-50,66.11,76.67,65
OLT Modul LDD 70 20 10 Batch 2,80113570,LAT,,Bandung,Learning Area 3 / LO Bandung,BUSINNESS ENABLER,Online (Lokasi Masing-Masing),Internal,Internal,Close Budget,2020-10-05,2020-10-12,12,12,12,6,7,81.39,80,80,0,72.86,70,80,0,74.29,80,80
PMP Training & Certification,80113606,LAT,E-learning,Bandung,Learning Area 7 Makassar,DSP,Online (Lokasi Masing-Masing),Internal,Internal,Close Budget,2020-10-05,2020-10-07,4,4,4,4,4,72.96,0,80,0,87,0,87.33,25,83.64,90,87.9
Living the Grand Why Batch 3,80113650,LAT,,Bandung,Learning Area 3 / LO Bandung,BUSINNESS ENABLER,Online (Lokasi Masing-Masing),Internal,Internal,Close Budget,2020-10-05,2020-10-05,972,726,707,179,182,78.14,0,90.87,0,90.68,0,91.28,73.26,90.98,90.55,90.88
Transformasi Pengadaan Barang/Jasa,80113674,LAT,,Bandung,Learning Area 3 / LO,BUSINNESS ENABLER,Online (Lokasi Masing-Masing),,Public,Close WO,2020-10-05,2020-10-06,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
Closing Mega Event & Charity GPTP XII,90004398,NON LAT,Project,Bandung,Learning Area 3 / LO Bandung,BUSINNESS ENABLER,Online (Lokasi Masing-Masing),Internal,Internal,On Going,2020-10-04,2020-10-04,276,272,256,0,0,0,0,0,0,0,0,0,0,0,0,0
GP Talks: Digital Transformation to Prepare Indonesia Digital 4.0,90004392,NON LAT,Project,Bandung,Learning Area 3 / LO Bandung,BUSINNESS ENABLER,Online (Lokasi Masing-Masing),Internal,Internal,On Going,2020-10-03,2020-10-03,276,273,261,0,0,0,0,0,0,0,0,0,0,0,0,0
Sales Force TR-6 Batch-1,90004390,NON LAT,,Bandung,Learning Area 4 Semarang,CONSUMER,Online (Lokasi Masing-Masing),Internal,Internal,Close WO,2020-10-02,2020-10-02,213,0,213,0,173,0,0,90.35,0,90.44,0,90.16,73.41,90.39,90.41,90
Embracing the Neutral Zone,80113670,LAT,,Bandung,Learning Area 3 / LO,BUSINNESS ENABLER,Online (Lokasi Masing-Masing),,Public,Close WO,2020-10-02,2020-10-02,15,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0
Wholesale International Business Advisor,80113508,LAT,Sharing Session,Bandung,Learning Area 3 / LO,WS & INTERNATIONAL,Online (Lokasi Masing-Masing),,Internal,Canceled,2020-10-01,2020-10-01,123,47,0,10,11,77.57,0,90.91,0,91.27,0,91.59,63.64,91.21,90.91,91.46
Design Sprint for Innovation,80113446,LAT,,Bandung,Learning Area 2 Jakarta,CONSUMER,Online (Lokasi Masing-Masing),Internal,Internal,Close Budget,2020-09-30,2020-10-01,35,28,28,17,17,90.59,75.88,85.88,0,88,69.41,88.38,70.59,81.41,91.77,87.18
BUSINESS CONTINUITY MANAGEMENT (BCM)/DRP,80113499,LAT,TOT,Bandung,Learning Operation Bandung,NITS,Bandung,Internal,Internal,Close WO,2020-09-30,2020-10-02,14,14,14,14,14,78.56,0,91.43,0,89.86,0,90.54,85.71,90,95,89.14
Sprint Review & Coaching 4 AfAM batch 2,80113569,LAT,Coaching,Bandung,Learning Area 2 Jakarta,ENTERPRISE,Online (Lokasi Masing-Masing),Internal,Internal,Close WO,2020-09-30,2020-09-30,56,32,34,6,8,75.11,0,85,0,84.75,0,82.81,62.5,84.17,83.75,83.25
CMA Preparatory Online Batch 1,80113587,LAT,,Bandung,Learning Area 2 Jakarta,BUSINNESS ENABLER,Online (Lokasi Masing-Masing),Internal,Internal,Close Budget,2020-09-30,2020-11-25,16,16,16,8,8,80.63,60,78.75,0,84.5,55,84.06,50,71.75,85,84.5
CMA Preparatory Online Batch 2,80113588,LAT,,Bandung,Learning Area 2 Jakarta,BUSINNESS ENABLER,Online (Lokasi Masing-Masing),Internal,Internal,Close Budget,2020-09-30,2020-11-25,16,16,16,8,10,93.54,83,87,0,90.4,82,92.75,90,86.8,89,91.6
AKHLAK Based Leadership Batch 2,80113625,LAT,,Bandung,Learning Area 3 / LO Bandung,BUSINNESS ENABLER,Online (Lokasi Masing-Masing),Internal,Internal,Close WO,2020-09-30,2020-09-30,77,56,68,0,0,0,0,0,0,0,0,0,0,0,0,0
Sales Force TR-5 Batch 6,90004388,NON LAT,,Bandung,Learning Area 5 Surabaya,CONSUMER,Online (Lokasi Masing-Masing),Internal,Internal,Close Budget,2020-09-30,2020-09-30,162,0,162,0,162,0,0,84.88,0,84.98,0,85.71,49.38,84.92,84.57,85.67
Sales Force TR-5 Batch 4,90004374,NON LAT,,Bandung,Learning Area 5 Surabaya,CONSUMER,Online (Lokasi Masing-Masing),Internal,Internal,Close Budget,2020-09-29,2020-09-29,193,0,193,0,193,0,0,82.02,0,80.68,0,79.25,29.02,80.36,80.57,79.81
Sales Force TR-5 Batch 5,90004376,NON LAT,,Bandung,Learning Area 5 Surabaya,CONSUMER,Online (Lokasi Masing-Masing),Internal,Internal,Close Budget,2020-09-29,2020-09-29,132,0,132,0,132,0,0,85.38,0,85.21,0,84.74,50,85.03,84.32,85.17
Business Acumen Program 2020 Sesi 7,80113243,LAT,Seminar,Bandung,Learning Area 7 Makassar,DSP,Online (Lokasi Masing-Masing),Internal,Internal,Close Budget,2020-09-29,2020-09-29,70,61,54,48,47,78.67,0,89.79,0,90.63,0,89.42,72.92,90.35,90.64,89.7
Living the Grand Why Batch 2,80113564,LAT,,Bandung,Learning Area 3 / LO Bandung,BUSINNESS ENABLER,Online (Lokasi Masing-Masing),Internal,Internal,Close Budget,2020-09-29,2020-09-29,985,660,635,126,134,77.33,0,89.56,0,89.52,0,90.62,66.91,90.05,88.83,90.13
Unlock the AKHLAK Values Batch 1,80113565,LAT,,Bandung,Learning Area 3 / LO Bandung,BUSINNESS ENABLER,Online (Lokasi Masing-Masing),Internal,Internal,Close Budget,2020-09-29,2020-10-01,50,48,47,29,29,78.32,0,91.43,0,91.03,0,90.35,82.76,91.98,90.35,89.72
Product Knowledge SD-WAN Marketing&Sales,80113566,LAT,,Bandung,Learning Area 1 Medan,WS & INTERNATIONAL,Online (Lokasi Masing-Masing),,Internal,Close Budget,2020-09-29,2020-09-29,66,61,62,42,39,76.46,0,82.05,0,84.18,0,87.76,47.5,83.25,83.08,87.03
Advanced Negotiation Skills,80113598,LAT,Seminar,Bandung,Learning Area 7 Makassar,DSP,Online (Lokasi Masing-Masing),Internal,Public,Close Budget,2020-09-29,2020-09-30,2,2,2,2,2,67.14,0,75,0,75,0,78.75,0,71.67,95,77
OC Trusted Advisor Webinar Series 12,80113603,LAT,Sharing Session,Bandung,Learning Area 2 Jakarta,ENTERPRISE,Online (Lokasi Masing-Masing),Internal,Internal,Close WO,2020-09-29,2020-09-29,193,70,89,9,9,77.41,0,92.22,0,92.22,0,91.67,88.89,92.59,92.22,91.56
Interpersonal Communication Skill,80112592,LAT,Built in Training,Bandung,Learning Area 2 Jakarta,ENTERPRISE,Online (Lokasi Masing-Masing),Internal,Internal,Close WO,2020-09-28,2020-09-29,68,15,66,59,60,81.73,0,88.5,0,91.1,0,89.5,75,90.5,90.83,89.67
CCNA,80113494,LAT,Pengembangan Materi,Bandung,Learning Area 3 / LO,NITS,Online (Lokasi Masing-Masing),,Public,Close Budget,2020-09-28,2020-10-02,26,26,26,24,24,75.63,0,88.33,0,88.5,0,88.33,75,87.64,90.42,88
COBIT 2019,80113495,LAT,Pengembangan Materi,Bandung,Learning Operation Bandung,NITS,Online (Lokasi Masing-Masing),Internal,Public,Close Budget,2020-09-28,2020-09-29,7,7,7,3,4,77.14,0,85,0,87.5,0,88.13,50,86.67,87.5,87.5
CISM,80113561,LAT,Pengembangan Materi,Bandung,Learning Operation Bandung,NITS,Online (Lokasi Masing-Masing),Internal,Public,Close Budget,2020-09-28,2020-09-30,8,8,8,7,7,75.71,0,92.86,0,90.86,0,92.86,85.71,93.33,92.86,90.57
Living the Grand Why Batch 1,80113563,LAT,,Bandung,Learning Area 3 / LO Bandung,BUSINNESS ENABLER,Online (Lokasi Masing-Masing),Internal,Internal,Close Budget,2020-09-28,2020-09-28,1060,784,767,111,111,76.59,0,87.74,0,87.92,0,89.03,60.34,88.12,87.48,88.56
Python - Data Science,80113597,LAT,Test Online,Bandung,Learning Area 7 Makassar,DSP,Online (Lokasi Masing-Masing),Internal,Public,Close WO,2020-09-28,2020-10-23,1,1,1,1,1,60,0,60,0,68,0,65,-100,63.33,80,66
Professional Scrum Developer,80113599,LAT,Test Online,Bandung,Learning Area 7 Makassar,DSP,Online (Lokasi Masing-Masing),Internal,Public,Close Budget,2020-09-28,2020-10-02,10,10,10,10,9,76.57,0,88.89,0,87.56,0,89.17,55.56,90,88.89,87.11
Damkar Kelas DB,80113600,LAT,,Bandung,Learning Area 4 Semarang,CONSUMER,Online (Lokasi Masing-Masing),Internal,Internal,Close Budget,2020-09-28,2020-10-01,30,21,30,14,14,76.46,0,87.14,0,88.86,0,88.57,64.29,88.57,90,88.29
Bangmat Marketing for Warroom,90004372,NON LAT,Pengembangan Materi,Bandung,Learning Area 3 / LO Bandung,CONSUMER,Online (Lokasi Masing-Masing),Internal,Internal,WO,2020-09-28,2020-10-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bangmat Profitability,90004380,NON LAT,Pengembangan Materi,Jakarta,Learning Area 3 / LO,ENTERPRISE,LA 2,External,Internal,WO,2020-09-28,2020-09-29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Persiapan Kelas BCM ,90004384,NON LAT,Pengembangan Materi,Bandung,Learning Area 3 / LO Bandung,NITS,Online (Lokasi Masing-Masing),Internal,Internal,WO,2020-09-28,2020-09-28,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bangmat evaluasi pelaksanaan leadership in territory sto,90004386,NON LAT,Pengembangan Materi,Bandung,Learning Area 3 / LO Bandung,CONSUMER,Online (Lokasi Masing-Masing),Internal,Internal,WO,2020-09-28,2020-09-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Performance GPTP XII Batch B,90004382,NON LAT,Project,Bandung,Learning Area 3 / LO Bandung,BUSINNESS ENABLER,Online (Lokasi Masing-Masing),Internal,Internal,On Going,2020-09-26,2020-09-26,276,275,252,0,0,0,0,0,0,0,0,0,0,0,0,0
Sales Force TR-5 Batch 3,90004366,NON LAT,,Bandung,Learning Area 2 Jakarta,CONSUMER,Online (Lokasi Masing-Masing),Internal,Internal,Close WO,2020-09-25,2020-09-25,186,0,186,0,0,0,0,0,0,0,0,0,0,0,0,0
Persiapan Leadership Site Manager TA,90004378,NON LAT,Pengembangan Materi,Bandung,Learning Area 3 / LO Bandung,NITS,Online (Lokasi Masing-Masing),Internal,Internal,WO,2020-09-25,2020-09-25,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Innovation Strategy,80113493,LAT,Seminar,Bandung,Learning Area 7 Makassar,DSP,Online (Lokasi Masing-Masing),Internal,Public,Close Budget,2020-09-25,2020-09-29,1,1,1,1,1,64.29,0,100,0,80,0,80,0,86.67,80,80
TNT BP 2 Modul 2 Batch 2 P2,80113878,LAT,,Bandung,Learning Area 3 / LO,BUSINNESS ENABLER,Online (Lokasi Masing-Masing),,Public,Close WO,2020-09-25,2020-09-25,7,0,7,0,1,0,0,100,0,100,0,100,100,100,100,100
Online Training Basic Project Management,80113498,LAT,Project,Bandung,Learning Area 2 Jakarta,ENTERPRISE,Online (Lokasi Masing-Masing),Internal,Internal,Close WO,2020-09-24,2020-09-24,23,10,23,22,22,83.47,83.75,85,0,88,76.25,88.13,62.5,84.75,88.75,87
Wholesale International Business Advisor,80113507,LAT,Sharing Session,Bandung,Learning Area 3 / LO,WS & INTERNATIONAL,Online (Lokasi Masing-Masing),,Internal,Close WO,2020-09-24,2020-09-24,111,52,42,4,5,79.64,0,94,0,95.2,0,95.5,100,95.33,96,94.8
AKHLAK Based Leadership Batch 1,80113552,LAT,,Bandung,Learning Area 3 / LO Bandung,BUSINNESS ENABLER,Online (Lokasi Masing-Masing),Internal,Internal,Close WO,2020-09-24,2020-09-24,81,51,70,0,0,0,0,0,0,0,0,0,0,0,0,0
Impactful Presentation Skill AFAM Batch2,80113094,LAT,Project,Bandung,Learning Area 2 Jakarta,ENTERPRISE,Online (Lokasi Masing-Masing),Internal,Internal,Close Budget,2020-09-23,2020-09-24,30,21,25,7,7,84.17,0,96.67,0,96.67,0,95.42,83.33,96.67,96.67,95.67
Qualified Risk Management Officer (QRMO),80113487,LAT,Test Online,Bandung,Learning Area 7 Makassar,DSP,Online (Lokasi Masing-Masing),Internal,Public,Close WO,2020-09-23,2020-09-24,3,3,3,3,3,52.5,0,80,0,70,0,68.33,-33.33,67.78,83.33,69.33
Mentoring Complaint Handling Advance,80113515,LAT,,Bandung,Learning Area 4 Semarang,CONSUMER,Online (Lokasi Masing-Masing),Internal,Internal,Close WO,2020-09-23,2020-09-24,25,24,24,8,8,87.45,77.78,85.56,0,87.33,73.33,88.57,66.67,82.89,86.67,87.96
Strategic Digital Marketing &Advertising,80113580,LAT,,Bandung,Learning Area 4 Semarang,CONSUMER,Online (Lokasi Masing-Masing),Internal,Internal,Close WO,2020-09-23,2020-09-24,25,25,25,19,19,65.23,0,76.84,0,77.37,0,76.05,47.37,78.42,77.37,74.32
Coaching beyond performance Pekalongan,80113586,LAT,,Bandung,Learning Area 5 Surabaya,BUSINNESS ENABLER,Online (Lokasi Masing-Masing),Internal,Internal,Close Budget,2020-09-23,2020-10-09,20,18,18,7,7,92.33,0,94.29,0,92.57,0,92.86,71.43,94.29,94.29,92.29
Sales Force TR-5 Batch 1,90004360,NON LAT,Sharing Session,Bandung,Learning Area 5 Surabaya,CONSUMER,Online (Lokasi Masing-Masing),Internal,Internal,Close Budget,2020-09-23,2020-09-23,271,0,271,0,270,0,0,91.15,0,91.31,0,91.34,75.19,91.47,91,91.2
Sales Force TR-5 Batch 2,90004362,NON LAT,,Bandung,Learning Area 1 Medan,CONSUMER,Online (Lokasi Masing-Masing),Internal,Internal,Close Budget,2020-09-23,2020-09-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cek,90004364,NON LAT,Virtual Classroom,,,,,,Internal,On Going,2020-09-23,2020-09-27,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
test update data,90004368,NON LAT,Test Online,Bandung,Learning Area 3 / LO Bandung,,LA 3,Internal,Internal,Draft,2020-09-23,2020-09-24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
test update data,90004370,NON LAT,,Bandung,Learning Area 3 / LO Bandung,NITS,LA 3,Internal,Internal,Draft,2020-09-23,2020-09-24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Account team Development Telin Batch 2,80114330,LAT,Virtual Classroom,Bandung,Learning Area 1 Medan,WS & INTERNATIONAL,Online (Lokasi Masing-Masing),Internal,Internal,On Going,2020-09-22,2020-09-25,14,0,0,0,0,0,0,90,0,90,0,90,100,90,90,90
Business Acumen Program 2020 Sesi 6,80113242,LAT,Seminar,Bandung,Learning Area 7 Makassar,DSP,Online (Lokasi Masing-Masing),Internal,Internal,Close Budget,2020-09-22,2020-09-22,70,66,60,53,54,80.15,0,92.07,0,93.42,0,92.5,88.89,92.48,94.82,92.71
Analytics and User Experience Batch 2,80113374,LAT,Test Online,Bandung,Learning Area 7 Makassar,DSP,Online (Lokasi Masing-Masing),Internal,Public,Close Budget,2020-09-22,2020-09-24,2,2,2,2,2,71.43,0,95,0,85,0,86.25,50,86.67,95,85
"Emerging Digital Buss IOT, AI & Blockcha",80113492,LAT,Seminar,Bandung,Learning Area 7 Makassar,DSP,Online (Lokasi Masing-Masing),Internal,Public,Close Budget,2020-09-22,2020-09-25,1,1,1,1,1,75.71,0,60,0,76,0,80,0,66.67,90,80
Amoeba Mentor Development Batch 1,80113529,LAT,Seminar,Bandung,Learning Area 7 Makassar,DSP,Online (Lokasi Masing-Masing),Internal,Internal,Close Budget,2020-09-22,2020-09-30,24,24,24,18,18,77.52,0,89.44,0,89.78,0,91.11,72.22,89.44,91.67,90.44
Marketing Data Analytics,80113532,LAT,,Bandung,Learning Area 5 Surabaya,WS & INTERNATIONAL,Online (Lokasi Masing-Masing),,Internal,Close Budget,2020-09-22,2020-09-24,22,22,22,13,13,79.44,0,82.86,0,84.57,0,86.91,50,81.67,94.29,86.67
Insights Discovery Accreditation 2020,80113533,LAT,Seminar,Bandung,Learning Area 7 Makassar,DSP,Online (Lokasi Masing-Masing),Internal,Internal,Close Budget,2020-09-22,2020-09-25,2,2,2,2,2,78.57,0,100,0,92,0,93.75,100,98.33,85,93
OC Trusted Advisor Webinar Series 11,80113555,LAT,Seminar,Bandung,Learning Area 2 Jakarta,ENTERPRISE,Online (Lokasi Masing-Masing),Internal,Internal,Close WO,2020-09-22,2020-09-22,207,69,102,57,57,83.53,0,89.47,0,91.93,0,91.1,77.19,90.82,92.63,91.4
Sosialiasi Pengadaan & Penggunaan SMILE,80113582,LAT,,Bandung,Learning Area 2 Jakarta,BUSINNESS ENABLER,Online (Lokasi Masing-Masing),Internal,Internal,Close Budget,2020-09-22,2020-09-22,28,20,21,18,17,87.63,75.29,82.94,0,87.06,75.88,87.94,82.35,81.53,86.47,87.06
Coaching beyond performance Bekasi,80113584,LAT,,Bandung,Learning Area 5 Surabaya,BUSINNESS ENABLER,Online (Lokasi Masing-Masing),Internal,Internal,Close Budget,2020-09-22,2020-10-08,30,26,28,10,10,85.52,0,94,0,94.6,0,95,90,94.67,95,94.4
Coaching beyond performance Semarang,80113585,LAT,,Bandung,Learning Area 5 Surabaya,BUSINNESS ENABLER,Online (Lokasi Masing-Masing),Internal,Internal,Close Budget,2020-09-22,2020-10-09,28,23,27,14,14,84.97,0,92.86,0,91.57,0,91.79,64.29,91.91,95.71,91
Online Training Design Sprint Sigma,80112590,LAT,Project,Bandung,Learning Area 2 Jakarta,ENTERPRISE,Online (Lokasi Masing-Masing),Internal,Internal,Close WO,2020-09-21,2020-09-23,28,21,26,17,22,75.25,0,85.56,0,90.44,0,89.17,77.78,89.26,90.56,88.89
Impactful Presentation Skill AFAM Batch1,80113093,LAT,Project,Bandung,Learning Area 2 Jakarta,ENTERPRISE,Online (Lokasi Masing-Masing),Internal,Internal,Close Budget,2020-09-21,2020-09-22,29,22,23,7,7,81.02,0,91.43,0,92.57,0,93.93,100,91.43,91.43,93.71
NLP Practisioner,80113371,LAT,,Bandung,Learning Area 3 Bandung,BUSINNESS ENABLER,Online (Lokasi Masing-Masing),Internal,Internal,Close Budget,2020-09-21,2020-09-26,7,6,6,6,6,68.1,0,73.33,0,79,0,79.17,0,75,86.67,80.33
Leadership in Territory STO,80113422,LAT,,Bandung,Learning Area 7 Makassar,CONSUMER,Online (Lokasi Masing-Masing),Internal,Internal,Close Budget,2020-09-21,2020-09-25,30,30,30,24,24,85.25,62.17,68.26,0,77.3,59.13,78.15,17.39,68.17,78.7,78.35
The Complete Financial Analyst,80113447,LAT,Seminar,Bandung,Learning Area 7 Makassar,DSP,Online (Lokasi Masing-Masing),Internal,Public,On Going,2020-09-21,2020-10-20,1,1,1,1,1,75,0,90,0,90,0,90,100,90,90,90
TNT BP 2 Modul 2 Batch 2,80113481,LAT,,Bandung,Learning Area 3 / LO Bandung,BUSINNESS ENABLER,Online (Lokasi Masing-Masing),Internal,Internal,Close Budget,2020-09-21,2020-09-28,24,24,24,14,14,82.5,0,92.14,0,94.57,0,93.93,92.86,93.57,95,93.86
WMware SDWAN by VeloCloud,80113484,LAT,Pengembangan Materi,Bandung,Learning Operation Bandung,NITS,Online (Lokasi Masing-Masing),Internal,Public,Close Budget,2020-09-21,2020-09-24,14,14,14,10,10,74.86,0,94,0,94.9,0,94.62,100,94.83,93,94.9
CISA(Certified Information System Audit),80113486,LAT,Pengembangan Materi,Bandung,Learning Area 3 / LO,NITS,Online (Lokasi Masing-Masing),,Internal,Close WO,2020-09-21,2020-09-24,9,9,9,8,8,73.09,0,86.25,0,86,0,86.88,75,87.5,85,85.5
Certified Data Visualization Profesional,80113500,LAT,Test Online,Bandung,Learning Area 7 Makassar,DSP,Online (Lokasi Masing-Masing),Internal,Public,Close Budget,2020-09-21,2020-09-25,2,2,2,2,2,82.86,0,100,0,94,0,100,50,96.67,95,100
CDCE,80113575,LAT,Pengembangan Materi,Bandung,Learning Area 3 / LO,NITS,Online (Lokasi Masing-Masing),,Public,Close Budget,2020-09-21,2020-09-25,3,3,3,3,3,80.48,0,90,0,94,0,91.67,66.67,93.33,93.33,92
CSC - Enterprise SD-WAN Implementation,80113576,LAT,Pengembangan Materi,Bandung,Learning Area 3 / LO,NITS,Online (Lokasi Masing-Masing),,Public,Close Budget,2020-09-21,2020-09-25,7,7,7,5,5,75.14,0,84,0,90.8,0,89,100,89.33,90,88.4
OLT Modul LDD 70 20 10,80113578,LAT,,Bandung,Learning Area 3 Bandung,BUSINNESS ENABLER,Online (Lokasi Masing-Masing),Internal,Internal,Close WO,2020-09-21,2020-09-28,12,12,12,6,6,93.89,85,95,0,95.67,86.67,94.58,100,91.67,96.67,94.33
Coaching beyond performance Jaksel,80113583,LAT,,Bandung,Learning Area 5 Surabaya,BUSINNESS ENABLER,Online (Lokasi Masing-Masing),Internal,Internal,Close Budget,2020-09-21,2020-10-08,20,16,19,2,2,,0,85,0,85,0,81.25,0,86.67,90,81
Emerging Patterns in Interface Design B2,80113373,LAT,Test Online,Bandung,Learning Area 7 Makassar,DSP,Online (Lokasi Masing-Masing),Internal,Public,Close Budget,2020-09-20,2020-09-22,3,3,3,3,3,72.38,0,86.67,0,88,0,90.83,66.67,85.56,93.33,90
Performance GPTP XII Batch A,90004358,NON LAT,Project,Bandung,Learning Area 3 / LO,BUSINNESS ENABLER,Online (Lokasi Masing-Masing),External,Internal,On Going,2020-09-19,2020-09-19,276,276,266,0,0,0,0,0,0,0,0,0,0,0,0,0
OC Talkshow IoT Learning Series 8,80113091,LAT,Seminar,Bandung,Learning Area 2 Jakarta,ENTERPRISE,Online (Lokasi Masing-Masing),Internal,Internal,Close WO,2020-09-18,2020-09-18,220,82,73,19,25,77.44,0,92.17,0,92,0,92.45,75,91.97,92.08,92.46
Coaching beyond performance TREG 2&4,80113530,LAT,,Bandung,Learning Area 3 Bandung,BUSINNESS ENABLER,Online (Lokasi Masing-Masing),Internal,Internal,Close WO,2020-09-18,2020-09-18,65,65,57,0,0,0,0,0,0,0,0,0,0,0,0,0
OMNI MBA in Strategic Marketing,80113589,LAT,,Bandung,Learning Area 3 / LO,BUSINNESS ENABLER,Online (Lokasi Masing-Masing),,Public,Close WO,2020-09-18,2020-10-24,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Trik Penjualan di Era Pandemi,80113421,LAT,,Bandung,Learning Area 2 Jakarta,CONSUMER,Online (Lokasi Masing-Masing),Internal,Internal,Close WO,2020-09-17,2020-09-17,191,46,122,0,8,0,81.11,80,0,89.52,61.25,88.75,77.78,80.48,90,88.5
